CreatedMonthNo,CreatedWeekNo,IssueDate,PermitElapsedDays,ProjectValue,TypeOfWork,PermitCategory,PropertyUse,IssueYear,GeoLocalArea
5,21,43989,19,70000,1,4,Dwelling Uses,2020,
5,21,44118,147,1031875,2,1,Dwelling Uses,2020,Arbutus Ridge
5,22,44003,27,30000,1,3,Retail Uses,2020,Downtown
5,22,44019,42,30000,1,3,Service Uses,2020,Kensington-Cedar Cottage
6,23,44034,53,128000,1,3,Cultural/Recreational Uses,2020,Kitsilano
6,23,44062,80,777500,2,1,Dwelling Uses,2020,Hastings-Sunrise
6,23,44027,45,50000,1,4,Dwelling Uses,2020,Kensington-Cedar Cottage
6,23,44067,85,248987.5,2,2,Dwelling Uses,2020,
6,23,43998,13,10000,1,3,Office Uses,2020,Mount Pleasant
6,24,44173,186,604017,2,1,Dwelling Uses,2020,Mount Pleasant
6,24,44138,150,1205500,2,1,Dwelling Uses,2020,Oakridge
6,24,44012,24,125000,1,4,Dwelling Uses,2020,Downtown
6,24,44040,52,40000,1,3,Service Uses,2020,West End
6,24,44129,140,217550,2,1,Dwelling Uses,2020,West Point Grey
6,24,44076,87,170395,2,1,Dwelling Uses,2020,Kensington-Cedar Cottage
6,24,44018,28,100000,1,4,Dwelling Uses,2020,Mount Pleasant
6,24,44009,18,85000,1,3,"Manufacturing Uses,Wholesale Uses",2020,Strathcona
6,24,44005,14,10000,1,3,Manufacturing Uses,2020,Fairview
6,24,44219,228,693293,2,1,Dwelling Uses,2021,Victoria-Fraserview
6,24,44041,49,65000,1,4,Dwelling Uses,2020,Kensington-Cedar Cottage
6,25,44095,100,224267.5,2,2,Dwelling Uses,2020,South Cambie
6,25,44020,25,110000,1,4,Dwelling Uses,2020,Downtown
6,25,44138,142,225000,2,1,Dwelling Uses,2020,Victoria-Fraserview
6,25,44023,27,15000,1,3,Service Uses,2020,Fairview
6,25,44030,33,20000,1,3,Retail Uses,2020,Kitsilano
6,25,44020,23,15000,1,4,Dwelling Uses,2020,Kitsilano
6,25,44062,64,353200,1,4,Dwelling Uses,2020,Hastings-Sunrise
6,25,44109,111,70109,1,4,Dwelling Uses,2020,
6,25,44040,42,40000,1,3,Retail Uses,2020,Downtown
6,25,44075,76,20000,1,3,Service Uses,2020,Fairview
6,25,44030,31,100000,1,3,Office Uses,2020,Fairview
6,26,44088,86,90000,1,3,Service Uses,2020,West End
6,26,44103,100,73000,1,4,Dwelling Uses,2020,Downtown
6,26,44086,83,24100,1,3,Service Uses,2020,Mount Pleasant
6,26,44152,149,897965,2,1,Dwelling Uses,2020,Sunset
6,26,44367,363,5000,1,3,Retail Uses,2021,West Point Grey
6,26,44268,262,180750,2,1,Dwelling Uses,2021,Kensington-Cedar Cottage
6,26,44265,259,668500,2,1,Dwelling Uses,2021,West Point Grey
6,27,44993,984,48500,1,3,"Office Uses,Transportation and Storage Uses",2023,Mount Pleasant
6,27,44110,100,25000,1,4,Dwelling Uses,2020,Arbutus Ridge
6,27,44108,98,12000,1,4,Dwelling Uses,2020,Downtown
6,27,44058,48,2897512,1,3,Office Uses,2020,Downtown
7,27,44030,17,20000,1,3,Wholesale Uses,2020,Marpole
7,28,44136,120,2000,1,4,Dwelling Uses,2020,Arbutus Ridge
7,28,44307,289,225000,2,2,Dwelling Uses,2021,Arbutus Ridge
7,28,44048,30,80000,1,3,Institutional Uses,2020,Strathcona
7,28,44046,27,75000,1,3,Institutional Uses,2020,Kensington-Cedar Cottage
7,28,44272,252,224560,2,2,Dwelling Uses,2021,Kerrisdale
7,29,44032,8,50000,1,3,Office Uses,2020,Renfrew-Collingwood
7,29,44059,35,120000,1,4,Dwelling Uses,2020,Downtown
7,29,44199,175,788500,2,1,Dwelling Uses,2021,Renfrew-Collingwood
7,29,44130,105,703750,2,1,Dwelling Uses,2020,Kensington-Cedar Cottage
7,29,44103,78,28000,1,3,Office Uses,2020,Downtown
7,29,44059,34,113000,1,3,Office Uses,2020,Downtown
7,29,44097,72,162750,2,1,Dwelling Uses,2020,Kensington-Cedar Cottage
7,29,44038,12,5000,1,4,Dwelling Uses,2020,Victoria-Fraserview
7,29,44254,228,20000,1,4,Dwelling Uses,2021,Riley Park
7,29,44103,77,9000,1,3,Office Uses,2020,Downtown
6,23,42834,314,147000,2,1,Dwelling Uses,2017,Sunset
6,23,43170,649,838425,2,1,Dwelling Uses,2018,Victoria-Fraserview
6,23,42834,313,794000,2,1,Dwelling Uses,2017,Mount Pleasant
6,23,42829,308,204000,2,1,Dwelling Uses,2017,West Point Grey
6,23,42819,298,151500,2,2,Dwelling Uses,2017,Victoria-Fraserview
6,23,42750,228,160000,2,2,Dwelling Uses,2017,Hastings-Sunrise
6,24,42808,283,556250,2,1,Dwelling Uses,2017,Hastings-Sunrise
6,24,42808,283,213000,2,2,Dwelling Uses,2017,Sunset
6,24,42758,233,745647,2,1,Dwelling Uses,2017,Sunset
6,24,42758,233,170250,2,1,Dwelling Uses,2017,Sunset
6,24,42947,420,1267250,2,1,Dwelling Uses,2017,Oakridge
5,22,42975,461,219515,2,1,Dwelling Uses,2017,Sunset
5,23,42834,315,533000,2,1,Dwelling Uses,2017,Sunset
6,23,42834,314,1603625,2,1,Dwelling Uses,2017,Dunbar-Southlands
6,23,42905,383,850000,2,1,Dwelling Uses,2017,Renfrew-Collingwood
6,24,42975,448,225000,2,1,Dwelling Uses,2017,Dunbar-Southlands
6,24,43495,966,1100000,2,1,Dwelling Uses,2019,Arbutus Ridge
6,24,42854,325,669000,2,1,Dwelling Uses,2017,Dunbar-Southlands
6,24,42885,356,186750,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
6,25,42739,207,327185.69,1,4,Dwelling Uses,2017,Riley Park
6,25,42918,386,160750,2,1,Dwelling Uses,2017,South Cambie
6,25,42841,308,202750,2,2,Dwelling Uses,2017,Killarney
6,25,42772,238,238700,2,1,Dwelling Uses,2017,Oakridge
6,26,42836,297,224000,2,2,Dwelling Uses,2017,Victoria-Fraserview
6,26,42829,288,152250,2,2,Dwelling Uses,2017,Sunset
6,26,42856,314,800000,2,1,Dwelling Uses,2017,Victoria-Fraserview
6,26,42749,206,470000,2,1,Dwelling Uses,2017,Renfrew-Collingwood
6,26,42749,206,140000,2,1,Dwelling Uses,2017,Renfrew-Collingwood
6,27,43248,700,225000,2,2,Dwelling Uses,2018,Killarney
6,27,42801,252,176923,2,2,Dwelling Uses,2017,West Point Grey
7,28,42842,285,199750,2,1,Dwelling Uses,2017,Victoria-Fraserview
6,24,42897,369,600000,2,1,Dwelling Uses,2017,Grandview-Woodland
6,24,42879,351,209000,2,1,Dwelling Uses,2017,Victoria-Fraserview
6,25,43171,639,15000,1,3,Retail Uses,2018,Kitsilano
6,25,43233,701,149250,2,1,Dwelling Uses,2018,Riley Park
6,25,42984,451,569850,2,1,Dwelling Uses,2017,West Point Grey
6,25,42878,344,450000,2,1,Dwelling Uses,2017,Renfrew-Collingwood
6,25,42767,233,1043345,2,1,Dwelling Uses,2017,Oakridge
6,26,42808,267,165250,2,2,Dwelling Uses,2017,Hastings-Sunrise
6,26,42883,342,780000,2,1,Dwelling Uses,2017,Killarney
6,26,42829,286,224700,2,1,Dwelling Uses,2017,Oakridge
6,26,42892,349,1000000,2,1,Dwelling Uses,2017,Dunbar-Southlands
6,27,42739,193,706560,2,1,Dwelling Uses,2017,Grandview-Woodland
6,27,43022,475,146048,2,1,Dwelling Uses,2017,Victoria-Fraserview
6,27,42981,432,693000,2,1,Dwelling Uses,2017,Victoria-Fraserview
7,28,42850,296,997000,2,1,Dwelling Uses,2017,Dunbar-Southlands
7,28,43145,591,2220000,2,1,Dwelling Uses,2018,Shaughnessy
7,28,43376,821,700000,2,1,Dwelling Uses,2018,Dunbar-Southlands
7,28,42765,210,234000,2,2,Dwelling Uses,2017,Renfrew-Collingwood
7,28,43114,559,669250,2,1,Dwelling Uses,2018,Kerrisdale
7,29,42771,211,1500000,2,1,Dwelling Uses,2017,Dunbar-Southlands
7,29,43422,860,10000,1,3,Office Uses,2018,Downtown
7,29,42744,181,986000,2,1,Dwelling Uses,2017,Dunbar-Southlands
7,29,42877,314,1445350,2,1,Dwelling Uses,2017,Arbutus Ridge
7,29,43001,438,100000,2,1,Dwelling Uses,2017,Riley Park
7,29,42758,195,686750,2,1,Dwelling Uses,2017,Hastings-Sunrise
7,30,42744,176,853500,2,1,Dwelling Uses,2017,Sunset
7,30,42809,239,767500,2,1,Dwelling Uses,2017,Grandview-Woodland
7,30,42871,300,160750,2,1,Dwelling Uses,2017,Hastings-Sunrise
7,30,42828,257,214500,2,2,Dwelling Uses,2017,Sunset
7,30,43142,571,157500,2,1,Dwelling Uses,2018,Dunbar-Southlands
7,31,43005,431,224325,2,2,Dwelling Uses,2017,Kensington-Cedar Cottage
7,31,43046,472,1000,1,4,Dwelling Uses,2017,Dunbar-Southlands
7,31,42857,283,892250,2,1,Dwelling Uses,2017,South Cambie
7,31,42904,328,209200,2,1,Dwelling Uses,2017,Killarney
7,31,42910,334,963550,2,1,Dwelling Uses,2017,Victoria-Fraserview
7,31,42773,195,155000,2,2,Dwelling Uses,2017,Sunset
7,31,42956,378,500000,2,1,Dwelling Uses,2017,Hastings-Sunrise
8,32,42932,350,1050735,2,1,Dwelling Uses,2017,Hastings-Sunrise
8,32,42898,313,171250,2,1,Dwelling Uses,2017,Hastings-Sunrise
8,32,42882,297,159950,2,1,Dwelling Uses,2017,Marpole
8,33,43010,422,164000,2,1,Dwelling Uses,2017,Sunset
8,33,42786,196,844000,2,1,Dwelling Uses,2017,Hastings-Sunrise
8,33,42773,183,220500,2,2,Dwelling Uses,2017,Kitsilano
8,33,42848,258,1185000,2,1,Dwelling Uses,2017,West Point Grey
8,33,42820,230,965227,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
8,34,42795,197,692250,2,1,Dwelling Uses,2017,Kerrisdale
8,35,42849,244,160000,2,2,Dwelling Uses,2017,Killarney
8,35,42826,221,640250,2,1,Dwelling Uses,2017,Renfrew-Collingwood
8,35,42995,389,1355185,2,1,Dwelling Uses,2017,Arbutus Ridge
8,36,42883,274,470000,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
8,36,42926,316,1122000,2,1,Dwelling Uses,2017,Killarney
8,36,42799,188,200972,2,2,Dwelling Uses,2017,Killarney
9,36,42854,242,196250,2,2,Dwelling Uses,2017,Killarney
9,36,43072,459,639000,2,1,Dwelling Uses,2017,Renfrew-Collingwood
9,37,42869,252,223690,2,2,Dwelling Uses,2017,Marpole
9,37,42844,226,232000,2,2,Dwelling Uses,2017,Renfrew-Collingwood
9,37,42919,300,658957.5,2,1,Dwelling Uses,2017,West Point Grey
9,37,43009,390,994380,2,1,Dwelling Uses,2017,Dunbar-Southlands
9,37,42739,120,1500,1,4,Dwelling Uses,2017,Fairview
9,37,43002,382,230000,2,1,Dwelling Uses,2017,Victoria-Fraserview
9,38,42870,247,185000,2,1,Dwelling Uses,2017,Sunset
9,38,42898,271,824155,2,1,Dwelling Uses,2017,Riley Park
9,38,42898,271,193750,2,1,Dwelling Uses,2017,Riley Park
9,38,42984,357,218000,2,2,Dwelling Uses,2017,West Point Grey
9,39,42890,259,1620500,2,1,Dwelling Uses,2017,Oakridge
9,39,42925,291,1031000,2,1,Dwelling Uses,2017,Marpole
9,39,42812,178,182250,2,2,Dwelling Uses,2017,Marpole
9,40,42977,340,153500,2,1,Dwelling Uses,2017,Sunset
9,40,42851,211,806750,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
9,40,42918,277,800000,2,1,Dwelling Uses,2017,Hastings-Sunrise
9,40,42835,194,209250,2,1,Dwelling Uses,2017,Renfrew-Collingwood
10,41,42898,254,224785,2,2,Dwelling Uses,2017,Renfrew-Collingwood
10,41,42949,305,782000,2,1,Dwelling Uses,2017,Dunbar-Southlands
10,41,43155,510,441500,2,1,Dwelling Uses,2018,Riley Park
10,41,42737,91,100,1,3,"Dwelling Uses,Service Uses",2017,Sunset
10,41,42983,337,1365000,2,1,Dwelling Uses,2017,Oakridge
10,41,42834,186,125000,2,2,Dwelling Uses,2017,Oakridge
10,42,42926,274,224500,2,1,Dwelling Uses,2017,Killarney
10,42,43173,521,161000,2,1,Dwelling Uses,2018,Sunset
10,42,43031,378,695912.5,2,1,Dwelling Uses,2017,Dunbar-Southlands
10,42,42745,90,1000,1,3,Service Uses,2017,Riley Park
10,43,42737,79,150,1,3,Service Uses,2017,Marpole
10,43,42799,139,578000,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
10,43,42868,208,430000,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
10,43,42764,104,90600,1,4,Dwelling Uses,2017,Killarney
10,43,42904,244,680000,2,1,Dwelling Uses,2017,Riley Park
10,43,42942,281,224790,2,1,Dwelling Uses,2017,Victoria-Fraserview
10,43,42779,117,250000,1,3,Retail Uses,2017,
10,44,42858,193,154945,2,2,Dwelling Uses,2017,Victoria-Fraserview
10,44,42879,214,200000,2,2,Dwelling Uses,2017,Killarney
10,44,42737,72,850000,1,3,Office Uses,2017,Downtown
10,44,42743,78,16210,1,3,Retail Uses,2017,Grandview-Woodland
10,44,42746,80,1000000,1,3,Retail Uses,2017,West End
10,44,42786,120,40000,1,3,Office Uses,2017,Downtown
10,44,42744,77,27600,1,4,Dwelling Uses,2017,Victoria-Fraserview
10,44,42861,192,160400,2,1,Dwelling Uses,2017,Sunset
10,44,42892,223,173500,2,2,Dwelling Uses,2017,Sunset
10,44,42905,236,702750,2,1,Dwelling Uses,2017,Sunset
10,44,43114,445,100,1,3,Service Uses,2018,Sunset
1,4,43158,769,0,1,4,Dwelling Uses,2018,Shaughnessy
4,15,42829,364,80000,1,3,Office Uses,2017,Mount Pleasant
3,12,43781,1340,90000,1,4,Dwelling Uses,2019,West Point Grey
3,12,42913,468,1311225,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
3,12,42913,468,0,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
4,14,42814,355,1139000,2,1,Dwelling Uses,2017,Dunbar-Southlands
12,51,42739,22,75000,1,3,Office Uses,2017,Downtown
12,51,42990,273,224500,2,2,Dwelling Uses,2017,Renfrew-Collingwood
12,51,42924,207,796500,2,1,Dwelling Uses,2017,Renfrew-Collingwood
12,51,43046,329,142000,2,2,Dwelling Uses,2017,Hastings-Sunrise
12,51,42791,73,60000,1,4,Dwelling Uses,2017,Downtown
12,52,43255,534,1015000,2,1,Dwelling Uses,2018,Dunbar-Southlands
12,52,43450,729,821322.5,2,1,Dwelling Uses,2018,Hastings-Sunrise
12,52,42771,49,25000,1,4,Dwelling Uses,2017,Kerrisdale
12,52,42905,183,760750,2,1,Dwelling Uses,2017,Dunbar-Southlands
12,52,42752,30,105000,1,3,Office Uses,2017,Downtown
12,52,42771,48,1116425,2,1,Dwelling Uses,2017,Shaughnessy
12,52,42760,37,36627,1,3,Office Uses,2017,Fairview
12,52,42756,33,29000,1,3,Retail Uses,2017,Kitsilano
12,52,42987,264,634750,2,1,Dwelling Uses,2017,Renfrew-Collingwood
12,52,43019,296,647000,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
12,52,42933,210,980038,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
12,52,42955,232,224500,2,1,Dwelling Uses,2017,West Point Grey
12,52,42763,39,98000,1,3,Institutional Uses,2017,Downtown
12,52,42763,39,138000,1,3,Institutional Uses,2017,Downtown
12,52,42926,202,223400,2,2,Dwelling Uses,2017,Renfrew-Collingwood
12,52,42774,50,150000,1,3,Retail Uses,2017,Downtown
12,52,43087,362,683750,2,1,Dwelling Uses,2017,Dunbar-Southlands
12,52,43383,658,967500,2,1,Dwelling Uses,2018,West Point Grey
12,52,42982,257,696750,2,1,Dwelling Uses,2017,West Point Grey
1,1,42752,16,80000,1,4,Dwelling Uses,2017,Fairview
1,1,42914,178,809547.5,2,1,Dwelling Uses,2017,Sunset
1,1,42767,30,10000,1,3,Service Uses,2017,Sunset
1,1,42763,26,0,1,3,Office Uses,2017,Downtown
1,1,43003,266,147250,2,2,Dwelling Uses,2017,West Point Grey
1,1,42987,249,1987000,2,1,Dwelling Uses,2017,Shaughnessy
1,1,42764,26,26000,1,4,Dwelling Uses,2017,Downtown
1,1,42939,201,1072000,2,1,Dwelling Uses,2017,Sunset
1,1,42781,43,1500,1,3,Service Uses,2017,Mount Pleasant
1,1,43067,328,224710,2,1,Dwelling Uses,2017,Sunset
1,2,42823,81,800,1,4,Dwelling Uses,2017,Hastings-Sunrise
1,2,43064,322,630000,2,1,Dwelling Uses,2017,Sunset
1,2,43001,258,235000,2,2,Dwelling Uses,2017,Sunset
1,2,42763,19,150000,1,4,Dwelling Uses,2017,Arbutus Ridge
1,2,42997,253,187750,2,2,Dwelling Uses,2017,Victoria-Fraserview
1,2,42778,33,32000,1,4,Dwelling Uses,2017,Downtown
1,2,43019,274,200000,1,4,Dwelling Uses,2017,Downtown
1,2,43017,272,191177.5,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
1,2,42766,20,92888,1,4,Dwelling Uses,2017,Victoria-Fraserview
1,3,42765,15,18000,1,3,Office Uses,2017,Downtown
1,3,42802,51,100000,1,3,Retail Uses,2017,Downtown
1,3,42780,28,55000,1,3,Retail Uses,2017,Downtown
1,3,43011,259,947750,2,1,Dwelling Uses,2017,Shaughnessy
1,3,42827,74,20000,1,3,Office Uses,2017,Mount Pleasant
1,4,43008,252,789225,2,1,Dwelling Uses,2017,Renfrew-Collingwood
1,4,42791,34,50000,1,4,Dwelling Uses,2017,Fairview
1,4,42899,141,1159000,2,1,Dwelling Uses,2017,Dunbar-Southlands
1,4,42955,195,154500,2,1,Dwelling Uses,2017,Sunset
1,4,43124,364,836250,2,1,Dwelling Uses,2018,Renfrew-Collingwood
1,4,42800,40,4500,1,3,Office Uses,2017,Downtown
1,4,42780,20,298000,1,3,Office Uses,2017,Downtown
1,4,42778,18,6000,1,3,Service Uses,2017,Fairview
1,4,42778,18,10000,1,3,Institutional Uses,2017,Fairview
1,5,42786,23,25000,1,3,Service Uses,2017,Downtown
1,5,42785,22,190000,1,3,Cultural/Recreational Uses,2017,
1,5,42781,17,25000,1,3,Retail Uses,2017,Fairview
1,5,43220,456,1660085,2,1,Dwelling Uses,2018,Shaughnessy
2,5,42780,15,49000,1,4,Dwelling Uses,2017,Riley Park
2,5,42973,208,187980,2,1,Dwelling Uses,2017,Victoria-Fraserview
2,5,42784,18,250000,1,3,Office Uses,2017,Renfrew-Collingwood
2,5,42794,28,40000,1,3,Institutional Uses,2017,Downtown
2,5,43137,371,702130,2,1,Dwelling Uses,2018,Dunbar-Southlands
2,5,42786,20,10000,1,3,Service Uses,2017,Downtown
2,5,42784,18,3817,1,4,Dwelling Uses,2017,Fairview
2,5,43003,236,244500,2,2,Dwelling Uses,2017,Victoria-Fraserview
2,5,42772,5,25000,1,4,Dwelling Uses,2017,Dunbar-Southlands
2,6,42798,28,400000,1,3,Office Uses,2017,Downtown
2,6,43158,387,634500,2,1,Dwelling Uses,2018,Renfrew-Collingwood
2,6,42812,41,51001,1,4,Dwelling Uses,2017,Victoria-Fraserview
2,6,42793,22,80000,1,4,Dwelling Uses,2017,West End
2,6,42833,62,15000,1,4,Dwelling Uses,2017,Kitsilano
2,6,42829,57,20000,1,3,Service Uses,2017,Mount Pleasant
2,6,43145,373,212500,2,2,Dwelling Uses,2018,Renfrew-Collingwood
2,6,43023,251,1017750,2,1,Dwelling Uses,2017,Renfrew-Collingwood
2,6,43078,306,224750,2,1,Dwelling Uses,2017,Oakridge
2,6,42973,200,1090000,2,1,Dwelling Uses,2017,Oakridge
2,6,42814,41,70000,1,4,Dwelling Uses,2017,West End
2,6,43312,539,148840,2,1,Dwelling Uses,2018,Sunset
2,6,42800,26,7000,1,4,Dwelling Uses,2017,Downtown
2,6,42827,53,93000,1,4,Dwelling Uses,2017,Kensington-Cedar Cottage
2,6,43124,350,719162.5,2,1,Dwelling Uses,2018,Dunbar-Southlands
2,6,43162,388,1382475,2,1,Dwelling Uses,2018,Oakridge
2,7,43204,426,126765,2,1,Dwelling Uses,2018,Riley Park
2,7,43453,675,544000,2,1,Dwelling Uses,2018,Sunset
2,7,42801,22,29650,1,4,Dwelling Uses,2017,Oakridge
2,7,42842,63,2000,1,4,Dwelling Uses,2017,Victoria-Fraserview
2,7,42802,23,90000,1,4,Dwelling Uses,2017,Kitsilano
2,7,42960,181,202560,2,2,Dwelling Uses,2017,Renfrew-Collingwood
2,7,42871,91,1,1,3,"Dwelling Uses,Service Uses",2017,Riley Park
2,7,42816,35,150000,1,3,Office Uses,2017,Renfrew-Collingwood
2,7,42798,17,39657,1,4,Dwelling Uses,2017,West End
2,7,42844,63,32881,1,4,Dwelling Uses,2017,Downtown
2,7,43142,361,160975,2,1,Dwelling Uses,2018,Riley Park
2,8,42813,29,15000,1,3,Office Uses,2017,Fairview
2,8,42808,24,85000,1,4,Dwelling Uses,2017,Shaughnessy
2,8,42920,135,1156250,2,1,Dwelling Uses,2017,Arbutus Ridge
2,8,42836,51,50000,1,4,Dwelling Uses,2017,Hastings-Sunrise
2,8,42820,34,100000,1,3,Retail Uses,2017,Mount Pleasant
2,8,43025,239,171687.5,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
2,8,43040,254,706250,2,1,Dwelling Uses,2017,Sunset
2,8,42807,21,16500,1,4,Dwelling Uses,2017,Marpole
2,8,42877,90,400000,1,4,Dwelling Uses,2017,Fairview
2,8,42822,34,200000,1,3,Retail Uses,2017,Oakridge
2,8,42808,20,40000,1,4,Dwelling Uses,2017,West End
2,8,42808,20,200000,1,4,Dwelling Uses,2017,West End
2,9,42805,14,330000,1,3,Office Uses,2017,Downtown
3,9,42815,22,600000,1,3,Office Uses,2017,Downtown
3,9,42827,34,4000,1,4,Dwelling Uses,2017,Downtown
3,9,42969,176,140000,2,2,Dwelling Uses,2017,Kitsilano
3,9,42834,40,50000,1,3,Office Uses,2017,Fairview
3,9,43017,223,713750,2,1,Dwelling Uses,2017,South Cambie
3,9,42829,34,25000,1,4,Dwelling Uses,2017,Fairview
3,10,42829,31,625000,1,3,Office Uses,2017,Downtown
3,10,42822,24,100000,1,3,Office Uses,2017,Strathcona
3,10,43025,225,716000,2,1,Dwelling Uses,2017,Victoria-Fraserview
3,10,42808,8,12000,1,3,Office Uses,2017,Downtown
3,10,42954,154,150000,2,1,Dwelling Uses,2017,Sunset
3,10,42829,28,20199,1,4,Dwelling Uses,2017,Downtown
3,10,42822,21,14420,1,4,Dwelling Uses,2017,Dunbar-Southlands
3,10,42823,22,5000,1,4,Dwelling Uses,2017,Fairview
3,10,42843,42,19000,1,4,Dwelling Uses,2017,Kensington-Cedar Cottage
3,10,42863,62,100000,1,3,Retail Uses,2017,Downtown
3,10,42822,20,4800,1,3,Office Uses,2017,Downtown
3,10,42834,32,700000,1,3,Cultural/Recreational Uses,2017,Kitsilano
3,11,42949,144,211000,2,1,Dwelling Uses,2017,Hastings-Sunrise
3,11,43030,225,1134750,2,1,Dwelling Uses,2017,Dunbar-Southlands
3,11,43124,318,170000,2,1,Dwelling Uses,2018,Kensington-Cedar Cottage
3,11,43283,477,1030500,2,1,Dwelling Uses,2018,Kerrisdale
3,11,43155,349,249000,2,1,Dwelling Uses,2018,West Point Grey
3,11,42841,34,130000,1,4,Dwelling Uses,2017,Shaughnessy
3,11,43017,210,704750,2,1,Dwelling Uses,2017,Hastings-Sunrise
3,11,42945,137,889250,2,1,Dwelling Uses,2017,Renfrew-Collingwood
3,11,42956,148,870345,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
3,11,43304,496,809700,2,1,Dwelling Uses,2018,Shaughnessy
3,11,42828,20,4000,1,4,Dwelling Uses,2017,Killarney
3,11,42836,28,100000,1,3,"Dwelling Uses,Retail Uses",2017,Victoria-Fraserview
3,11,42833,24,25000,1,3,Manufacturing Uses,2017,Mount Pleasant
3,11,42939,130,1021975,2,1,Dwelling Uses,2017,Dunbar-Southlands
3,11,43003,194,1011000,2,1,Dwelling Uses,2017,West Point Grey
3,12,42843,31,94000,1,4,Dwelling Uses,2017,Victoria-Fraserview
3,12,43010,198,523175,2,1,Dwelling Uses,2017,Dunbar-Southlands
3,12,42856,44,5000,1,4,Dwelling Uses,2017,Grandview-Woodland
3,12,42841,28,125000,1,3,Office Uses,2017,Downtown
3,12,43044,230,225000,2,2,Dwelling Uses,2017,West Point Grey
3,12,42882,67,1500000,1,3,Office Uses,2017,Fairview
3,12,42849,33,4500,1,4,Dwelling Uses,2017,Dunbar-Southlands
3,13,43065,246,884950,2,1,Dwelling Uses,2017,Dunbar-Southlands
3,13,43198,379,156000,2,1,Dwelling Uses,2018,Victoria-Fraserview
3,13,42854,34,3375,1,4,Dwelling Uses,2017,Oakridge
3,13,43127,307,160500,2,1,Dwelling Uses,2018,Victoria-Fraserview
3,13,42970,148,134000,2,1,Dwelling Uses,2017,Killarney
3,13,43145,323,225000,2,1,Dwelling Uses,2018,Kitsilano
3,13,43127,305,937000,2,1,Dwelling Uses,2018,Kitsilano
3,13,42921,98,59000,1,3,Office Uses,2017,Downtown
3,13,43292,469,1007288,2,1,Dwelling Uses,2018,Dunbar-Southlands
3,13,42841,18,50000,1,3,Office Uses,2017,Downtown
3,13,42869,46,100000,1,3,Office Uses,2017,Fairview
4,14,42849,23,300000,1,4,Dwelling Uses,2017,Downtown
4,14,43029,203,224348,2,1,Dwelling Uses,2017,Shaughnessy
4,14,42857,30,61345,1,3,Office Uses,2017,Downtown
4,14,43052,225,215250,2,2,Dwelling Uses,2017,Kensington-Cedar Cottage
4,14,42991,163,187000,2,2,Dwelling Uses,2017,Riley Park
4,14,42855,26,80000,1,3,Office Uses,2017,Downtown
4,14,42857,27,30000,1,4,Dwelling Uses,2017,Dunbar-Southlands
4,15,42855,22,60000,1,3,Office Uses,2017,Downtown
4,15,42921,87,153364,1,4,Dwelling Uses,2017,Arbutus Ridge
4,15,43059,225,643750,2,1,Dwelling Uses,2017,Kensington-Cedar Cottage
4,15,42851,16,30000,1,3,Retail Uses,2017,West End
4,15,42851,16,32000,1,3,Office Uses,2017,Downtown
4,15,42861,25,50000,1,4,Dwelling Uses,2017,Dunbar-Southlands
4,16,43234,393,683500,2,1,Dwelling Uses,2018,Kerrisdale
4,16,42970,129,98000,1,4,Dwelling Uses,2017,Kitsilano
4,16,42905,63,75000,1,3,Office Uses,2017,Downtown
4,16,42863,21,40000,1,3,Office Uses,2017,Downtown
4,16,42877,34,1000,1,3,Retail Uses,2017,Downtown
4,16,42864,21,20000,1,3,Office Uses,2017,Kensington-Cedar Cottage
4,16,42869,26,90000,1,4,Dwelling Uses,2017,Downtown
4,16,42863,19,10000,1,3,Retail Uses,2017,Downtown
4,16,42913,69,200000,1,4,Dwelling Uses,2017,Riley Park
4,16,42862,18,17400,1,3,"Dwelling Uses,Service Uses",2017,Downtown
4,17,42870,23,355000,1,4,Dwelling Uses,2017,Dunbar-Southlands
4,17,42869,22,100000,1,4,Dwelling Uses,2017,Fairview
7,30,44086,56,240000,1,3,Office Uses,2020,Downtown
7,30,44143,112,200000,1,4,Dwelling Uses,2020,West Point Grey
7,30,44096,63,250000,1,3,Office Uses,2020,Downtown
7,30,44347,314,140000,1,3,Office Uses,2021,Strathcona
7,31,44065,28,50000,1,4,Dwelling Uses,2020,West End
7,31,44320,283,1128000,2,1,Dwelling Uses,2021,Dunbar-Southlands
7,31,44068,29,12000,1,4,Dwelling Uses,2020,Strathcona
7,31,44067,28,185000,1,3,Office Uses,2020,Renfrew-Collingwood
8,32,44093,48,3200,1,3,"Office Uses,Retail Uses",2020,Strathcona
8,32,44117,72,78000,1,4,Dwelling Uses,2020,Mount Pleasant
