Region,Consumption (ekWh),Floor area (ft2),EUI (kW/ft2),Emission (tCO2e),Emissions per Floor Area (KgCO2e/sq. ft),Reporting Year
Interior,207058.12,29789.983191077,6.950595396,2.008463433,0.067420764,2021
Interior,218006.15,29789.996017351,7.318099334,2.506721915,0.084146433,2022
Interior,61651.46,4800,12.844054167,0.657821078,0.137046058,2018
Interior,65196.68,4800,13.582641667,0.695648576,0.144926787,2019
Interior,62944.6,4800,13.113458333,0.671618882,0.139920600,2020
Interior,55717.81,4799.842933019,11.608256932,0.540462668,0.112600074,2021
Interior,62652.47,4799.844999623,13.053019421,0.720403161,0.150088839,2022
Northern,47863.668383282,3600,13.295463440,0.510705342,0.141862595,2018
Northern,51429.050204234,3600,14.285847279,0.548747966,0.152429990,2019
Northern,51909.175561912,3600,14.419215434,0.553870903,0.153853029,2020
Fraser,263243.97,19500,13.499690769,2.808813160,0.144041701,2019
Fraser,404792.65,19500,20.758597436,4.319137576,0.221494235,2020
Fraser,391546.02,19500.007750015,20.079275097,3.797995768,0.194768936,2021
Fraser,433643.51,19500.016145873,22.238110305,4.986206535,0.255702688,2022
Vancouver Island,22399.64,3348,6.690454002,0.239004159,0.071387144,2018
Vancouver Island,24156.47,3348,7.215194146,0.257749535,0.076986122,2019
Vancouver Island,26546.43,3348,7.929041219,0.283250408,0.084602870,2020
Vancouver Island,24337.99,3348.006696013,7.269397050,0.236078464,0.070513140,2021
Vancouver Island,27956.33,3348.008137520,8.350138008,0.321453065,0.096013227,2022
Interior,209108.23,29790,7.019410205,2.231184814,0.074897107,2018
Interior,223378.08,29790,7.498424975,2.383444114,0.080008194,2019
Interior,204090.02,29790,6.850957368,2.177640513,0.073099715,2020
Interior,196129.87,29789.983191077,6.583752288,1.902459425,0.063862387,2021
Interior,208914.82,29789.996017351,7.012918695,2.402186166,0.080637344,2022
Vancouver Coastal,12444.68,3010,4.134445183,0.132784736,0.044114530,2018
Vancouver Coastal,10580.8,3010,3.515215947,0.112897136,0.037507354,2019
Vancouver Coastal,10604.54,3010,3.523102990,0.113150442,0.037591509,2020
Vancouver Coastal,7447.22,3009.912269825,2.474231583,0.072238022,0.024000042,2021
Vancouver Coastal,8242.39,3009.913565762,2.738414184,0.094774297,0.031487382,2022
Vancouver Island,234357.97,16692,14.040137191,2.500599540,0.149808264,2018
Vancouver Island,182327.57500681,16692,10.923051462,1.945435225,0.116548959,2019
Vancouver Island,220891.29,16692,13.233362689,2.356910064,0.141199980,2020
Vancouver Island,220597.11,16694.825056317,13.213502343,2.139791614,0.128170952,2021
Vancouver Island,212478.06,16694.832244384,12.727175505,2.443157725,0.146342155,2022
Northern,144649.69,14000,10.332120714,1.543412192,0.110243728,2019
Northern,205454.67,14000,14.675333571,2.192201329,0.156585809,2020
Northern,203845.67,14000,14.560405,1.977302673,0.141235905,2021
Northern,196956.21,21000.398264857,9.378689276,2.264681285,0.107839921,2022
Interior,121187.854094571,10999.962972148,11.017114730,1.175521991,0.106865995,2021
Interior,133476.94,14760,9.043153117,1.424198950,0.096490444,2018
Interior,146883.86,14760,9.951481030,1.567250786,0.106182303,2019
Interior,159338.55,14760,10.795294715,1.700142328,0.115185795,2020
Interior,155362.76,14759.904519809,10.526000340,1.507018523,0.102102186,2021
Interior,153519.95,14759.910874783,10.401143428,1.765233793,0.119596508,2022
Vancouver Island,157936.302416626,14384.8,10.979388133,1.685180347,0.117150071,2018
Vancouver Island,211094.52,19331,10.92,2.252378528,0.1165164,2019
Vancouver Island,257788.468315988,19331,13.335495749,2.750602957,0.142289740,2020
Vancouver Island,141767.46,19331.983108411,7.333311808,1.375144135,0.071133113,2021
Vancouver Island,70535.8,19331.991431924,3.648656697,0.811048843,0.041953714,2022
Vancouver Island,19799.736857148,2132,9.286930984,0.211263192,0.099091554,2018
Vancouver Island,20512.601347047,2132,9.621295191,0.218869456,0.102659220,2019
Vancouver Island,26113.646959821,2132,12.248427279,0.278632613,0.130690719,2020
Vancouver Island,22677.166980512,2132.007736238,10.636531282,0.219968483,0.103174336,2021
Northern,308343.97,19800,15.572927778,3.290030160,0.166163139,2018
Northern,347121.29,19800,17.531378283,3.703784164,0.187059806,2019
Northern,332649.52,19800,16.800480808,3.549370378,0.179261130,2020
Northern,342653.06,19799.997933329,17.305711907,3.323734134,0.167865378,2021
Northern,320047.37,19800.006458349,16.164003313,3.680032679,0.185860176,2022
Northern,197800,41329.989343724,4.785871062,2.27438352,0.055029860,2022
Northern,30842.47,13895,2.219681180,0.329089155,0.023683998,2018
Northern,96245.28,13895,6.926612451,1.026937138,0.073906955,2019
Northern,103770.79,13895,7.468210867,1.107234329,0.079685810,2020
Northern,110880.46,13895.024317826,7.979868006,1.075540285,0.077404707,2021
Northern,121941.53,13895.030300421,8.775909614,1.402132489,0.100908919,2022
Interior,70916.294487622,18408,3.852471452,0.756676862,0.041105870,2020
Interior,153038.42,18407.901399136,8.313735318,1.484472429,0.080643219,2021
Interior,175234.67,18407.909324780,9.519531355,2.014918330,0.109459379,2022
Fraser,36998.79,5488,6.741762026,0.394777089,0.071934601,2018
Fraser,35540.02,5488,6.475951166,0.379212013,0.069098399,2019
Fraser,31926.75,5488,5.817556487,0.340658423,0.062073328,2020
Fraser,31328.42,5487.979725959,5.708552430,0.303885624,0.055372949,2021
Fraser,34088.91,5487.982088845,6.211556351,0.391967923,0.071422960,2022
Fraser,85484.93,9400,9.094141489,0.912124203,0.097034490,2018
Fraser,89840,9400,9.557446809,0.9585928,0.101977957,2019
Fraser,112397.42,9400,11.957172340,1.199280471,0.127583029,2020
Fraser,76306.8,9399.907688704,8.117824401,0.740175838,0.078742884,2021
Fraser,128815.57,9399.911735897,13.703912720,1.481172950,0.157573070,2022
Interior,134117.999423279,20169,6.649709922,1.431039054,0.070952405,2018
Interior,133689.682841617,20169,6.628473541,1.426468916,0.070725813,2019
Interior,320786.809275594,20169,15.904943690,3.422795255,0.169705749,2020
Interior,206928.521360618,20168.984782414,10.259739079,2.007206326,0.099519453,2021
Interior,34414.5,3060,11.246568627,0.367202715,0.120000887,2018
Interior,36151.11,3060,11.814088235,0.385732344,0.126056321,2019
Interior,61484.930415020,3060,20.093114515,0.656044208,0.214393532,2020
Interior,39033.76,3059.964453262,12.756278903,0.378627410,0.123735885,2021
Interior,64092.21,3059.965770750,20.945400963,0.736957867,0.240838598,2022
Interior,81673.24,18514,4.411431349,0.211288672,0.011412373,2020
Interior,82326.76,20698.999731333,3.977330357,0.798569440,0.038580098,2021
Interior,161608.75,20699.008643424,7.807559907,1.858242051,0.089774447,2022
Interior,22977.01,4766,4.821026018,0.245164697,0.051440348,2018
Interior,22717.86,4766,4.766651280,0.242399566,0.050860169,2019
Interior,20142.41,4766,4.226271507,0.214919515,0.045094317,2020
Interior,22989.3,4765.936615207,4.823668852,0.222996173,0.046789580,2021
Interior,46150.92,4765.938667212,9.683490121,0.530661739,0.111344643,2022
Interior,19153.22,2626,7.293686215,0.204364857,0.077823632,2018
Interior,18999.9,2626,7.235300838,0.202728933,0.077200660,2019
Interior,24126.23,2626,9.187444783,0.028082932,0.010694186,2020
Interior,26321.26,2625.963585261,10.023467251,0.255316180,0.097227616,2021
Interior,22872.18,2625.964715886,8.710010406,0.262993475,0.100151184,2022
Fraser,452963.16738197,21697,20.876764870,4.833116996,0.222755081,2019
Fraser,305874.669478684,21697,14.097555859,3.263682723,0.150420921,2020
Fraser,311135.351429541,21697,14.340017119,3.018012411,0.139098143,2021
Vancouver Island,174019.05,28299.935072092,6.149097147,1.687984507,0.059646232,2021
Vancouver Island,174001,28299.947256816,6.148456689,2.000733098,0.070697414,2022
Northern,227335.9,51149,4.444581517,2.425674053,0.047423685,2019
Northern,296735.84,51149,5.801400614,3.166171413,0.061900945,2020
Northern,321235.52,51149.025909163,6.280383923,3.115984030,0.060919714,2021
Northern,327237.73,51149.047931714,6.397728662,3.762710315,0.073563643,2022
Northern,55858.54,11903.466768088,4.692627878,0.596010622,0.050070339,2018
Northern,69463.84,6400,10.853725,0.741179173,0.115809246,2019
Northern,68370.55,6400,10.682898438,0.729513769,0.113986526,2020
Northern,70048.85,6404.526697942,10.937396829,0.679473733,0.106092732,2021
Northern,64832.46,6404.529455454,10.122907616,0.745469558,0.116397241,2022
Vancouver Island,19536.92,4014,4.867194818,0.208458936,0.051932969,2018
Vancouver Island,25292.73,4014,6.301128550,0.269873429,0.067233042,2019
Vancouver Island,24864.39,4014,6.194417040,0.265303041,0.066094430,2020
Vancouver Island,26984.8,4013.969833495,6.722721176,0.261752517,0.065210385,2021
Vancouver Island,32206.89,4013.971561736,8.023696607,0.370327704,0.092259673,2022
Vancouver Island,229729.84,29697.6,7.735636550,2.451217393,0.082539242,2019
Vancouver Island,266949.72,29697.6,8.988932439,2.848353512,0.095911909,2020
Vancouver Island,286856.54,29697.628839702,9.659240526,2.782507979,0.093694618,2021
Vancouver Island,329106.55,29697.641626212,11.081908595,3.784198755,0.127424218,2022
Vancouver Island,52798.19,2356,22.410097623,0.563356687,0.239115742,2018
Vancouver Island,50732.76,2356,21.533429542,0.541318549,0.229761693,2019
Vancouver Island,31531.45,2356,13.383467742,0.336440572,0.142801601,2020
Vancouver Island,58995.9,2355.897072905,25.041798591,0.572260136,0.242905406,2021
Vancouver Island,28169.4,3572,7.886170213,0.300567498,0.084145436,2018
Vancouver Island,30895,3572,8.649216125,0.32964965,0.092287136,2019
Vancouver Island,40506,3572,11.339865622,0.43219902,0.120996366,2020
Vancouver Island,31978.64,3571.896032681,8.952847369,0.310192757,0.086842605,2021
Vancouver Island,50388.31,3571.897570584,14.106874289,0.579384944,0.162206483,2022
Fraser,415686.949384482,41687,9.971620634,4.435379750,0.106397192,2018
Fraser,395033.070217896,41687,9.476169315,4.215002859,0.101110727,2019
Fraser,467986.747890878,41687,11.226203562,4.993418600,0.119783592,2020
Fraser,436681.05113015,41686.902818250,10.475257733,4.235805497,0.101609983,2021
Vancouver Island,36563.76,7298,5.010106879,0.390135319,0.053457840,2018
Vancouver Island,30341.25,7298,4.157474651,0.323741137,0.044360255,2019
Vancouver Island,35786.45,7298,4.903596876,0.381841421,0.052321379,2020
Vancouver Island,34753.04,7298.038901633,4.761969684,0.337104432,0.046191098,2021
Vancouver Island,34624.68,7298.042043852,4.744379354,0.398128421,0.054552772,2022
Vancouver Island,322819.82,21505,15.011384329,3.444487479,0.160171471,2018
Vancouver Island,343878.54,21505,15.990631946,3.669184022,0.170620043,2019
Vancouver Island,313763.75,21505,14.590269705,3.347859212,0.155678178,2020
Vancouver Island,310430.56,21504.893704232,14.435345009,3.011175935,0.140022823,2021
Vancouver Island,344917.67,21504.902963306,16.039024709,3.966001337,0.184423122,2022
Vancouver Coastal,144997.883426164,34229,4.236112169,1.547127416,0.045199317,2018
Vancouver Coastal,150312.401451035,16087,9.343718621,1.603833323,0.099697478,2019
Vancouver Coastal,148674.88907931,16087,9.241927586,1.586361066,0.098611367,2020
Vancouver Coastal,174065.360966548,16087,10.820249951,1.688433723,0.104956407,2021
Fraser,21221.74,5000,4.244348,0.226435966,0.045287193,2018
Fraser,23144.7,5000,4.62894,0.246953949,0.049390790,2019
Fraser,24321.22,5000,4.864244,0.259507417,0.051901483,2020
Fraser,24036.79,4999.944027666,4.807411816,0.233156825,0.046631887,2021
Fraser,28888.08,4999.946180425,5.777678190,0.332166699,0.066434055,2022
Interior,319738.463344264,29021.978182845,11.017114730,3.101462583,0.106865995,2021
Vancouver Coastal,20917.17,4346,4.812970548,0.223186204,0.051354396,2018
Vancouver Coastal,17864.66,4346,4.110598251,0.190615922,0.043860083,2019
Vancouver Coastal,21041.23,4346,4.841516337,0.224509924,0.051658979,2020
Vancouver Coastal,20472.18,4346.036469851,4.710540315,0.198580113,0.045692234,2021
Vancouver Coastal,24391.45,4346.038341065,5.612341191,0.280462649,0.064532944,2022
Fraser,9296.88,1627,5.714124155,0.099197710,0.060969705,2018
Fraser,12019.64,1627,7.387609096,0.128249559,0.078825789,2019
Fraser,13369.65,1627,8.217363245,0.142654166,0.087679266,2020
Fraser,15316.27,1626.965059486,9.414012864,0.148567794,0.091315910,2021
Fraser,14249.45,1626.965759986,8.758297409,0.163845876,0.100706407,2022
Vancouver Coastal,622.8,2850,0.218526316,0.006645276,0.002331676,2018
Vancouver Coastal,15291.8,2850,5.365543860,0.163163506,0.057250353,2019
Vancouver Coastal,18246,2850,6.402105263,0.19468482,0.068310463,2020
Vancouver Coastal,18573.02,2849.960561032,6.516939306,0.180158264,0.063214301,2021
Vancouver Coastal,16960.92,2849.961788102,5.951279793,0.195023443,0.068430196,2022
Vancouver Island,34081.94,2000,17.04097,0.363654300,0.181827150,2018
Vancouver Island,34839.12,2000,17.41956,0.371733410,0.185866705,2019
Vancouver Island,49701.56,2000,24.85078,0.530315645,0.265157823,2020
Vancouver Island,36040.62,1987.986614862,18.129206570,0.349593956,0.175853275,2021
Vancouver Island,34264.18,1987.987470803,17.235611644,0.393983247,0.198181957,2022
Vancouver Island,30945.82,3200,9.67056875,0.330191899,0.103184969,2018
Vancouver Island,30788.144610953,3200,9.621295191,0.328509503,0.102659220,2019
Vancouver Island,26236.49,3200,8.198903125,0.279943348,0.087482296,2020
Vancouver Island,24151.17,3196.881393763,7.554603073,0.234266310,0.073279638,2021
Vancouver Island,23006.63,3196.882770201,7.196582313,0.264539434,0.082749182,2022
Vancouver Coastal,247060.691150394,12200,20.250876324,2.636137575,0.216076850,2018
Vancouver Coastal,246912.242845286,12200,20.238708430,2.634553631,0.215947019,2019
Vancouver Coastal,301078.286666625,12200,24.678548087,3.212505319,0.263320108,2020
Vancouver Coastal,118944.392838491,12200.031344507,9.749515348,1.153760420,0.094570283,2021
Fraser,34765.72,1700,20.450423529,0.370950232,0.218206019,2018
Fraser,33304.37,1700,19.590805882,0.355357628,0.209033899,2019
Fraser,31806.58,1700,18.709752941,0.339376209,0.199633064,2020
Fraser,27875.95,1699.944372111,16.398154232,0.270396670,0.159062070,2021
Fraser,29998.58,1699.945104033,17.646793375,0.344935672,0.202909889,2022
Interior,55401.85,15000,3.693456667,0.591137739,0.039409183,2018
Interior,169895.44,15000,11.326362667,1.812784345,0.120852290,2019
Interior,168115.08,15000,11.207672,1.793787904,0.119585860,2020
Interior,171923.41,15000.047361206,11.461524478,1.667656802,0.111176769,2021
Interior,181001.1,15000.053819575,12.066696705,2.081223048,0.138747705,2022
Interior,121463.13,26124,4.649484382,1.296011597,0.049609998,2020
Interior,167000.78,21624.696027170,7.722687976,1.619907299,0.074910061,2021
Interior,188460.62,15137.293736478,12.450086738,2.166995593,0.143156077,2022
Fraser,26867.42,3479,7.722742167,0.286675371,0.082401659,2018
Fraser,39315,3479,11.300661110,0.41949105,0.120578054,2019
Fraser,39553.26,3479,11.369146306,0.422033284,0.121308791,2020
Fraser,42649.14,3478.895846681,12.259389726,0.413696590,0.118916061,2021
Fraser,41881.35,3478.897344542,12.038685207,0.481568515,0.138425618,2022
Fraser,223053.533943801,13982,15.952906161,2.379981207,0.170217509,2018
Fraser,291898.926410781,13982,20.876764870,3.114561545,0.222755081,2019
Fraser,197112.02602438,13982,14.097555859,2.103185318,0.150420921,2020
Fraser,200502.119356955,13982,14.340017119,1.944870237,0.139098143,2021
Vancouver Island,28255.07,2787,10.138166487,0.301481597,0.108174236,2018
Vancouver Island,29858.49,2787,10.713487621,0.318590088,0.114312913,2019
Vancouver Island,34136.366827871,2787,12.248427279,0.364235034,0.130690719,2020
Vancouver Island,30732.14,2786.991685094,11.026993788,0.298101709,0.106961822,2021
Vancouver Island,48084.13,2786.992885052,17.253050863,0.552890560,0.198382480,2022
Fraser,148078.77,14414,10.273260025,1.580000476,0.109615684,2018
Fraser,152787.57,14414,10.599942417,1.630243372,0.113101386,2019
Fraser,167770.67,14414,11.639424865,1.790113049,0.124192663,2020
Fraser,164067.43,14413.952439016,11.382542762,1.591453808,0.110410647,2021
Fraser,173124.97,14413.958645038,12.010924567,1.990660155,0.138106415,2022
Interior,21292.469290754,24164.978885513,0.881129232,0.206536753,0.008546945,2021
Vancouver Coastal,239893.36,46000,5.215073043,2.559662151,0.055644829,2018
Vancouver Coastal,33920.217842370,1675,20.250876324,0.361928724,0.216076850,2018
Vancouver Coastal,33902,1675,20.24,0.36173434,0.2159608,2019
Vancouver Coastal,26877.810141881,1675,16.046453816,0.286786234,0.171215662,2020
Vancouver Coastal,22621.198230265,1674.972099944,13.505417930,0.219425587,0.131002532,2021
Fraser,36337.68,18278,1.988055586,0.387723046,0.021212553,2018
Fraser,51567.71,18278,2.821299376,0.550227466,0.030103264,2019
Fraser,49083.7,18278,2.685397746,0.523723079,0.028653194,2020
Fraser,35086.19,18277.981000406,1.919587836,0.340335987,0.018619999,2021
Fraser,64928.75,18277.988870112,3.552291801,0.746576739,0.040845672,2022
Interior,328974.59,19500,16.870491795,3.510158875,0.180008147,2018
Interior,246067.793467267,19500,12.618861203,2.625543356,0.134643249,2019
Interior,332161.38,19500,17.033916923,3.544161925,0.181751894,2020
Interior,317897.62,19499.900110911,16.302525561,3.083606405,0.158134472,2021
Interior,312972.23,19499.908506722,16.049933254,3.598679889,0.184548553,2022
Interior,294749.36,32338.029988267,9.114635620,3.389146041,0.104803726,2022
Fraser,14510.05,2654,5.467238131,0.154822233,0.058335431,2018
Fraser,14648.08,2654,5.519246420,0.156295014,0.058890359,2019
Fraser,13974.2,2654,5.265335343,0.149104714,0.056181128,2020
Fraser,6259.138082192,2653.949752344,2.358423733,0.060713629,0.022876706,2021
Fraser,14422.67,2653.950895020,5.434414792,0.165837629,0.062487075,2022
Interior,38593.78,3600,10.720494444,0.411795633,0.114387676,2018
Interior,55373.34,3600,15.381483333,0.590833538,0.164120427,2019
Interior,53287.65,3600,14.802125,0.568579225,0.157938674,2020
Interior,49888.16,3599.989838869,13.857861337,0.483915072,0.134421233,2021
Interior,52585.48,3599.991388868,14.607112718,0.604648883,0.167958425,2022
Vancouver Island,166974.09,17749,9.407520987,1.781613540,0.100378249,2018
Vancouver Island,183468.62,17749,10.336842639,1.957610175,0.110294111,2019
Vancouver Island,221016.77,17749,12.452350555,2.358248936,0.132866580,2020
Vancouver Island,187500,17748.934803425,10.564014240,1.8187497,0.102470921,2021
Vancouver Island,190084.13,17748.942445346,10.709603154,2.185663360,0.123143301,2022
Fraser,106069.71,5770,18.382965338,1.131763806,0.196146240,2018
Fraser,60242.390953720,6100,9.875801796,0.642786311,0.105374805,2019
Fraser,85370.38,6100,13.995144262,0.910901955,0.149328189,2020
Fraser,106588.73,6103.137206274,17.464580329,1.033910510,0.169406401,2021
Fraser,122562.8,22000,5.571036364,1.307745076,0.059442958,2019
Fraser,146802.19,22000,6.672826818,1.566379367,0.071199062,2020
Fraser,138832.33,22000.033583401,6.310550821,1.346673379,0.061212333,2021
Fraser,175495.17,22000.043055660,7.977037570,2.017913663,0.091723169,2022
Interior,148178,10883,13.615547184,1.58105926,0.145277888,2018
Interior,160274.66,10883,14.727066066,1.710130622,0.157137795,2019
Interior,172795.91,10883,15.877599008,1.843732360,0.169413981,2020
Interior,183377.78,10882.959265919,16.849992315,1.778764173,0.163444898,2021
Interior,175069.15,10882.963951648,16.086532196,2.013015114,0.184969382,2022
Vancouver Island,21274.1,4007,5.309233841,0.226994647,0.056649525,2018
Vancouver Island,26125.85,4007,6.520052408,0.278762819,0.069568959,2019
Vancouver Island,31771.16,4007,7.928914400,0.338998277,0.084601517,2020
Vancouver Island,31297.36,4006.973291724,7.810723387,0.303584342,0.075764004,2021
Vancouver Island,39615.79,4006.975016953,9.886707512,0.455518200,0.113681318,2022
Interior,125852.08,34582.64,3.639169248,1.342841694,0.038829936,2019
Interior,39313.55,7747.2,5.074549515,0.419475579,0.054145443,2019
Interior,48055,7747.2,6.202886204,0.51274685,0.066184796,2020
Interior,352697.462483893,34582.64,10.198685308,3.763281925,0.108819972,2020
Interior,46104.62,7747.216883323,5.951120344,0.447214740,0.057725858,2021
Interior,50530.28,7747.220218938,6.522375584,0.581017372,0.074996883,2022
Interior,381000.62946646,34582.614304117,11.017114730,3.695705496,0.106865995,2021
Vancouver Island,369047.99,44960,8.208362767,3.937742053,0.087583231,2018
Vancouver Island,440899.71,44960,9.806488212,4.704399906,0.104635229,2019
Vancouver Island,472145.16,44960,10.501449288,5.037788857,0.112050464,2020
Vancouver Island,451695.25,44959.992697763,10.046604167,4.381443202,0.097452044,2021
Vancouver Island,485992,44960.012055585,10.809427707,5.588130413,0.124291124,2022
Interior,251678.21,24000,10.486592083,2.685406501,0.111891938,2018
Interior,290802.87,24000,12.11678625,3.102866623,0.129286109,2019
Interior,287566.43,24000,11.981934583,0.743934354,0.030997265,2020
Interior,268519.77,24003.520229263,11.186682930,2.604641339,0.108510807,2021
Interior,316405.025486297,19800,15.980051792,3.376041622,0.170507153,2018
Interior,181681.171676593,19800,9.175816751,1.938538102,0.097905965,2019
Interior,189107.887116296,19800,9.550903390,2.017781156,0.101908139,2020
Interior,183495.404581582,19799.997933329,9.267445643,1.779905131,0.089894208,2021
Fraser,20236.61,3243,6.240089423,0.215924629,0.066581754,2018
Fraser,23891.11,3243,7.366978107,0.254918144,0.078605656,2019
Fraser,18692.93,3243,5.764085723,0.199453563,0.061502795,2020
Fraser,22264.82,3242.950930346,6.865604962,0.215968718,0.066596357,2021
Fraser,19521.13,3242.952326620,6.019555033,0.224461761,0.069215252,2022
Vancouver Island,15193.770615332,1934,7.856137857,0.162117532,0.083824991,2018
Vancouver Island,14723.062618608,1934,7.612752130,0.157095078,0.081228065,2019
Vancouver Island,17732.592882256,1934,9.168869122,0.189206766,0.097831834,2020
Vancouver Island,17896.769588727,1933.951784570,9.253989542,0.173598636,0.089763684,2021
Vancouver Coastal,22958.67,4230,5.427581560,0.244969009,0.057912295,2018
Vancouver Coastal,42678.95,4230,10.089586288,0.455384397,0.107655886,2019
Vancouver Coastal,45786.05,4230,10.824125296,0.488537153,0.115493417,2020
Vancouver Coastal,43596.27,4230.001515559,10.306443116,0.422883749,0.099972482,2021
Vancouver Coastal,36444.42,4230.003336814,8.615695331,0.419052519,0.099066711,2022
Interior,14238.26,2870,4.961066202,0.151922234,0.052934576,2018
Interior,15665.62,2870,5.458404181,0.167152165,0.058241173,2019
Interior,14454.3,2870,5.036341463,0.154227381,0.053737763,2020
Interior,14560.31,2869.981434407,5.073311564,0.141234984,0.049211114,2021
Interior,15645.29,2869.982670097,5.451353474,0.179895803,0.062681843,2022
Vancouver Island,499589.45,41000,12.185108537,5.330619431,0.130015108,2018
Vancouver Island,464266.67,41000,11.323577317,4.953725369,0.120822570,2019
Vancouver Island,414457.3,41000,10.108714634,4.422259391,0.107859985,2020
Vancouver Island,434762.93,40999.950055456,10.603986820,4.217199725,0.102858655,2021
Vancouver Island,440680.79,40999.967708255,10.748320417,5.067123996,0.123588487,2022
Fraser,20280.91,2565,7.906787524,0.216397310,0.084365423,2018
Fraser,19778.49,2565,7.710912281,0.211036488,0.082275434,2019
Fraser,17959.45,2565,7.001734893,0.191627331,0.074708511,2020
Fraser,16425.45,2564.932213198,6.403853449,0.159326839,0.062117368,2021
Fraser,11566.64,2564.933317546,4.509528541,0.132997853,0.051852363,2022
Vancouver Coastal,12911.055089870,26582,0.485706685,0.137760958,0.005182490,2020
Vancouver Coastal,448174.57,26581.907330481,16.860135897,4.347292612,0.163543291,2021
Vancouver Coastal,457843.39,26581.918775497,17.223865360,5.264466436,0.198046893,2022
Vancouver Coastal,135037.85260274,20982,6.435890411,1.440853887,0.068670951,2019
Vancouver Coastal,316957.22137475,20982,15.106149146,3.381933552,0.161182611,2020
Vancouver Coastal,241352.920936992,20981.982936188,11.502865181,2.341122947,0.111577774,2021
Northern,14905.327985012,1320,11.291915140,0.159039850,0.120484735,2018
Northern,15628.8,1320,11.84,0.166759296,0.1263328,2019
Northern,17602.854388138,1320,13.335495749,0.187822456,0.142289740,2020
Northern,14282.495508519,1319.978334401,10.820249951,0.138540184,0.104956407,2021
Fraser,3729.827680874,2348,1.588512641,0.039797261,0.016949430,2018
Fraser,23188.382616284,2348,9.875801796,0.247420043,0.105374805,2019
Fraser,24646.025632921,2348,10.496603762,0.262973094,0.111998762,2020
Fraser,24956.288369584,2348.039418301,10.628564485,0.242075957,0.103097058,2021
Vancouver Island,108660.24,32148,3.38,1.159404761,0.0360646,2019
Vancouver Island,350534.54,32148,10.903774418,3.740203542,0.116343273,2020
Vancouver Island,362576.37,32148.033046066,11.278337604,3.516990209,0.109399857,2021
Vancouver Island,375076.06,32148.046887614,11.667149215,4.312774568,0.134153549,2022
Interior,49856.332050877,29266,1.703558124,0.531967063,0.018176965,2019
Interior,298474.724227347,29266,10.198685308,3.184725308,0.108819972,2020
Interior,313743.098455266,29265.996031992,10.720397082,3.043307553,0.103987835,2021
Interior,69532.36,40000,1.738309,0.741910281,0.018547757,2019
Interior,81012.5,40000,2.0253125,0.209579337,0.005239483,2020
Interior,81627.2,39999.982777743,2.040680879,0.791783709,0.019794601,2021
Northern,225487.690954773,15638,14.419215434,2.405953662,0.153853029,2020
Northern,224895.628143296,15638,14.381354914,2.181487233,0.139499120,2021
Fraser,99928.73,58012.981281552,1.722523611,1.149020509,0.019806265,2022
Vancouver Island,191344.48,35000,5.466985143,2.041645602,0.058332731,2018
Vancouver Island,197098.48,35000,5.631385143,2.103040782,0.060086879,2019
Vancouver Island,199035.44,35000,5.686726857,2.123708145,0.060677376,2020
Vancouver Island,33095.97,34999.946180425,0.945600597,0.380550701,0.010872894,2022
Interior,68156.823318664,39175,1.739804041,0.727233305,0.018563709,2019
Interior,399533.496945476,39175,10.198685308,4.263022412,0.108819972,2020
Interior,431595.873709655,39175.036683407,11.017114730,4.186479284,0.106865995,2021
Interior,6095.496378776,3680,1.656384886,0.065038946,0.017673627,2018
Interior,28593.23,3680,7.769899457,0.305089764,0.082904827,2019
Interior,24033.44,3680,6.530826087,0.256436805,0.069683914,2020
Interior,21292.72,3679.965693265,5.786119158,0.206539350,0.056125347,2021
Interior,22062.3,3679.967277698,5.995243527,0.253681150,0.068935708,2022
Fraser,190751.788108568,25000,7.630071524,2.035321579,0.081412863,2019
Fraser,299467.99,25000,11.9787196,3.195323453,0.127812938,2020
Fraser,311196.71,24999.935416538,12.447900557,3.018607589,0.120744615,2021
Fraser,334904.09,24999.946180425,13.396192439,3.850861188,0.154034779,2022
Fraser,63890.77,5760,11.092147569,0.681714516,0.118353215,2018
Fraser,102778.32,5760,17.843458333,1.096644674,0.190389700,2019
Fraser,100544.27,5760,17.455602431,1.072807361,0.186251278,2020
Fraser,106887.05,5759.983742190,18.556831891,1.036804214,0.180001240,2021
Fraser,102565.57,5759.986222189,17.806565162,1.179339950,0.204747009,2022
Vancouver Coastal,2516.553780822,36906.973119502,0.068186404,0.024410568,0.000661408,2021
Fraser,124432.66805619,7800,15.952906161,1.327696568,0.170217509,2018
Fraser,162838.76598513,7800,20.876764870,1.737489633,0.222755081,2019
Fraser,109960.935702343,7800,14.097555859,1.173283184,0.150420921,2020
Fraser,111851.5605632,7799.960044365,14.340017119,1.084959959,0.139098143,2021
Fraser,15848.98,1925,8.233236364,0.169108617,0.087848632,2018
Fraser,18531.49,1925,9.626748052,0.197730998,0.102717402,2019
Fraser,18098.01,1925,9.401563636,0.193105767,0.100314684,2020
Fraser,21559.94,1924.910099820,11.200491910,0.209131384,0.108644754,2021
Fraser,17631.19,1924.910928603,9.159483557,0.202730475,0.105319406,2022
Fraser,152681.92,54713,2.790596750,1.629116086,0.029775667,2020
Fraser,198693.35,54712.956648136,3.631559363,1.927325177,0.035226120,2021
Fraser,216055.15,27356.490102580,7.897765729,2.484288537,0.090811669,2022
Fraser,16458.71,2891,5.693085438,0.175614436,0.060745222,2018
